Kilo-Sec_B,rel_flux_T1_d(mag),rel_flux_err_T1_d(mag)
32.215018,0.001314,0.001663
32.232902,0.006785,0.001654
32.250355,0.003616,0.001696
32.267808,0.004413,0.001742
32.285261,0.01791,0.001689
32.302886,0.003912,0.001684
32.320426,-0.002219,0.001688
32.337878,0.006483,0.001671
32.355504,0.012395,0.001685
32.37287,0.009517,0.001676
32.39041,0.007063,0.001685
32.407862,-0.005104,0.001675
32.425402,-0.002344,0.001701
32.442768,0.003402,0.001707
32.460221,-0.002123,0.001692
32.477674,-0.012842,0.00178
32.495126,-0.005164,0.001685
32.512666,-0.008132,0.001684
32.530118,0.001641,0.00172
32.547571,-0.005777,0.001711
32.565024,-0.00681,0.001671
32.582563,0.001086,0.001669
32.600016,-0.010023,0.00169
32.617469,-0.004829,0.00168
32.634922,-0.010806,0.001688
32.652547,-0.000443,0.001679
32.669914,0.005645,0.001706
32.687366,0.00401,0.001724
32.704819,-0.006698,0.001666
32.722272,-0.00024,0.001664
32.739725,-0.003209,0.001682
32.757178,-0.007619,0.001684
32.774544,-0.00205,0.001668
32.792083,-0.001979,0.001672
32.809536,-0.003374,0.001698
32.826989,0.00397,0.001719
32.844442,0.000186,0.001699
32.861894,-0.000361,0.001702
32.879434,0.00888,0.001707
32.896886,0.002645,0.001699
32.914426,-0.002361,0.001748
32.931965,-0.001577,0.001705
32.949418,0.001512,0.001696
32.96687,0.002458,0.001699
32.984237,-0.000599,0.001714
33.00169,0.005895,0.001687
33.019142,0.011489,0.001702
33.036682,0.005143,0.001701
33.054134,0.002997,0.001706
33.071501,0.017711,0.001733
33.088954,0.000326,0.001712
33.106406,0.006319,0.001723
33.124032,0.005658,0.001738
33.141485,0.00096,0.001719
33.158938,0.008766,0.001709
33.17639,0.010134,0.001711
33.194016,0.004693,0.001705
33.211469,0.000308,0.001707
33.228922,-0.011616,0.001737
33.246374,-0.002512,0.001724
33.264,0.007505,0.001734
33.281366,0.003274,0.001713
33.298819,0.004251,0.001719
33.316272,0.00505,0.001736
33.333811,0.005918,0.001712
33.351178,0.000807,0.00171
