Label	slice	Saturated	Kilo-Sec	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_err_T1	rel_flux_err_C2	rel_flux_SNR_T1	rel_flux_SNR_C2	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2
HD113414BessellV2906_cal.fits	915	0	16.78484157	60060.65581	2460060.656	2460060.656	2460060.661	2460060.6622220	1.030345	76.039761	NaN	15	13.060836	-16.336575	8.802541	12	24	35	2.933294	0	0.00408	0	718.901872	0	693050.5831	832.52522	1025.669952	1023.014111	1026.169952	1025.485889	2032921.215	452.389342	1425.822396	1425.788528	37674.98438	4493.742503	-5278.633009	1731	9.298348	8.795405	9.008024	8.582785	31.230435	0.989078	1760.47188	1628.365273	1760.97188	420.134727	693050.5831	832.52522	832.467974	10891.91113	1531.97814	-5350.162255	8.306734	8.416089	8.476835	8.355344	39.160992	0.994914
HD113414BessellV2907_cal.fits	916	0	16.8023808	60060.65601	2460060.656	2460060.656	2460060.662	2460060.6624250	1.030404	76.026664	NaN	15	13.060836	-16.336575	9.053654	12	24	35	2.927302	0	0.004077	0	718.059071	0	691786.5842	831.765853	1026.76011	1022.712171	1027.26011	1025.787829	2025068.181	452.389342	1423.065806	1423.032001	30405.1543	4476.383487	-5278.315625	1698	9.361132	9.003043	9.164717	8.84137	32.870138	0.992364	1761.65755	1628.009133	1762.15755	420.490867	691786.5842	831.765853	831.708324	8106.895996	1529.18409	-5352.773107	8.746175	8.708474	8.740806	8.676142	41.851991	0.995416
HD113414BessellV2908_cal.fits	917	0	16.81983357	60060.65622	2460060.656	2460060.656	2460060.662	2460060.6626270	1.030463	76.013315	NaN	15	13.060836	-16.336575	7.491361	12	24	35	2.918927	0	0.004071	0	716.999465	0	690250.2238	830.841699	1027.037739	1022.958848	1027.537739	1025.541152	2014790.275	452.389342	1419.449811	1419.416354	39440.56641	4453.664327	-5277.62877	1723	7.951501	8.821926	8.705337	8.938515	80.518648	0.999219	1761.91245	1628.342221	1762.41245	420.157779	690250.2238	830.841699	830.784282	10288.09766	1525.787987	-5351.739001	7.03122	8.598474	8.407916	8.789032	275.910355	0.997951
HD113414BessellV2909_cal.fits	918	0	16.83754557	60060.65642	2460060.656	2460060.656	2460060.662	2460060.6628320	1.030525	75.999471	NaN	15	13.060836	-16.336575	8.181963	12	24	35	2.922565	0	0.004071	0	717.86425	0	691696.537	831.711711	1027.444507	1022.936264	1027.944507	1025.563736	2021528.049	452.389342	1421.821215	1421.787794	28314.28516	4468.558078	-5277.187326	1701	8.692526	8.838668	8.599423	9.077912	55.928889	0.978888	1762.288999	1628.267716	1762.788999	420.232284	691696.537	831.711711	831.654199	8740.268555	1528.985041	-5350.578363	7.6714	8.451738	8.07245	8.831026	64.569079	0.979861
HD113414BessellV2910_cal.fits	919	0	16.85499838	60060.65662	2460060.657	2460060.657	2460060.662	2460060.6630340	1.030587	75.985524	NaN	15	13.060836	-16.336575	8.442132	12	24	35	2.925569	0	0.004081	0	716.804784	0	689476.5214	830.37645	1027.607737	1022.863427	1028.107737	1025.636573	2017111.312	452.389342	1420.267459	1420.233421	29527.70703	4458.794946	-5279.036673	1591	8.798137	9.154271	8.947886	9.360656	54.137693	0.979345	1762.356541	1628.154837	1762.856541	420.345163	689476.5214	830.37645	830.31801	7755.094727	1524.07773	-5348.592577	8.086127	8.800664	8.442125	9.159202	62.836847	0.980543
HD113414BessellV2911_cal.fits	920	0	16.87245119	60060.65683	2460060.657	2460060.657	2460060.662	2460060.6632360	1.030651	75.971262	NaN	15	13.060836	-16.336575	9.163146	12	24	35	2.922047	0	0.004078	0	716.489087	0	689080.0524	830.137069	1027.824661	1022.97386	1028.324661	1025.52614	2013524.528	452.389342	1419.004001	1418.970296	24090.70508	4450.866412	-5274.013847	1759	9.663562	9.228915	8.893586	9.564244	63.691788	0.985712	1762.683325	1628.307157	1763.183325	420.192843	689080.0524	830.137069	830.079848	6443.261719	1523.201341	-5352.151936	8.662731	8.866694	8.385535	9.347853	70.779502	0.980912
HD113414BessellV2912_cal.fits	921	0	16.88990396	60060.65703	2460060.657	2460060.657	2460060.663	2460060.6634380	1.030717	75.956693	NaN	15	13.060836	-16.336575	8.678974	12	24	35	2.932941	0	0.004082	0	718.509	0	692314.6311	832.083176	1026.665232	1023.051626	1027.165232	1025.448374	2030517.834	452.389342	1424.979317	1424.945478	28426.79102	4488.429866	-5277.432406	1710	9.191291	8.776281	8.411066	9.141496	273.810349	0.992973	1761.421585	1628.314329	1761.921585	420.185671	692314.6311	832.083176	832.025753	7996.807129	1530.351329	-5350.004313	8.166658	8.399377	7.908248	8.890506	276.050728	0.985793
HD113414BessellV2913_cal.fits	922	0	16.90752958	60060.65723	2460060.657	2460060.657	2460060.663	2460060.6636420	1.030784	75.941727	NaN	15	13.060836	-16.336575	8.449827	12	24	35	2.93117	0	0.004081	0	718.203197	0	691831.6721	831.792897	1027.313629	1023.431724	1027.813629	1025.068276	2027876.061	452.389342	1424.051861	1424.018406	41679.97266	4482.590266	-5278.151704	1715	8.630432	8.793942	8.092895	9.49499	87.230994	0.974663	1762.264487	1628.723454	1762.764487	419.776546	691831.6721	831.792897	831.73549	10589.7168	1529.283756	-5349.229861	8.269223	8.622197	7.874963	9.369431	270.628449	0.970389
HD113414BessellV2914_cal.fits	923	0	16.92489597	60060.65743	2460060.657	2460060.657	2460060.663	2460060.6638430	1.030852	75.92662	NaN	15	13.060836	-16.336575	8.579521	12	24	35	2.930333	0	0.00408	0	718.186458	0	691849.3923	831.803272	1028.159447	1023.165939	1028.659447	1025.334061	2027348.778	452.389342	1423.866856	1423.833114	29417.6582	4481.424714	-5277.643214	1798	8.994441	8.87907	8.688921	9.069218	64.00135	0.995165	1762.991837	1628.469467	1763.491837	420.030533	691849.3923	831.803272	831.746419	8798.422852	1529.322926	-5350.958786	8.1646	8.598476	8.345181	8.851771	71.113661	0.994454
HD113414BessellV2915_cal.fits	924	0	16.9424352	60060.65764	2460060.658	2460060.658	2460060.663	2460060.6640460	1.030922	75.911083	NaN	15	13.060836	-16.336575	8.147937	12	24	35	2.927325	0	0.00406	0	720.966081	0	697397.2778	835.131664	1027.037597	1023.484615	1027.537597	1025.015385	2041508.792	452.389342	1428.830535	1428.797008	35679.96875	4512.725218	-5276.350821	1738	8.621885	8.453771	8.374497	8.533045	51.293689	0.992595	1761.91213	1628.803512	1762.41213	419.696488	697397.2778	835.131664	835.074645	10441.86231	1541.586445	-5351.511041	7.673989	8.051311	7.7732	8.329422	68.878601	0.991312
HD113414BessellV2916_cal.fits	925	0	16.95997439	60060.65784	2460060.658	2460060.658	2460060.663	2460060.6642490	1.030993	75.895314	NaN	15	13.060836	-16.336575	8.289439	12	24	35	2.946984	0	0.004113	0	716.462957	0	687543.3872	829.211058	1025.864892	1023.58155	1026.364892	1024.91845	2026179.051	452.389342	1423.455835	1423.422492	31966.4375	4478.83905	-5278.459903	1743	8.675986	8.864177	8.328364	9.399991	273.002872	0.98533	1760.78906	1628.923293	1761.28906	419.576707	687543.3872	829.211058	829.153665	9578.066406	1519.804565	-5348.554893	7.902893	8.582043	7.93352	9.230566	275.318856	0.97662
HD113414BessellV2917_cal.fits	926	0	16.97751359	60060.65804	2460060.658	2460060.658	2460060.664	2460060.6644520	1.031066	75.879145	NaN	15	13.060836	-16.336575	8.322754	12	24	35	2.936302	0	0.004098	0	716.476921	0	688203.912	829.609274	1025.298307	1023.407869	1025.798307	1025.092131	2020774.51	452.389342	1421.556314	1421.522658	34984.10156	4466.892392	-5275.779283	1735	8.84729	8.98223	8.919905	9.044555	280.464555	0.999779	1760.186058	1628.745662	1760.686058	419.754338	688203.912	829.609274	829.551855	8333.298828	1521.264645	-5348.613701	7.798219	8.737353	8.589889	8.884817	291.805032	0.997828
HD113414BessellV2918_cal.fits	927	0	16.99487998	60060.65824	2460060.658	2460060.658	2460060.664	2460060.6646530	1.031139	75.86284	NaN	15	13.060836	-16.336575	7.847409	12	24	35	2.935606	0	0.004088	0	718.177382	0	691515.8227	831.602835	1025.335007	1023.011974	1025.835007	1025.488026	2030018.087	452.389342	1424.803841	1424.770223	41181.65234	4487.325182	-5276.240355	1768	8.437056	8.753009	8.921488	8.58453	355.685831	0.998485	1760.163466	1628.377381	1760.663466	420.122619	691515.8227	831.602835	831.545774	12019.19434	1528.585575	-5349.411167	7.257762	8.418141	8.372029	8.464252	300.307025	0.999502
HD113414BessellV2919_cal.fits	928	0	17.01233279	60060.65845	2460060.658	2460060.658	2460060.664	2460060.6648550	1.031214	75.846213	NaN	15	13.060836	-16.336575	8.362953	12	24	35	2.930014	0	0.004074	0	719.240625	0	693901.5081	833.036349	1025.872685	1023.799655	1026.372685	1024.700345	2033140.975	452.389342	1425.899172	1425.865878	33837.62891	4494.22828	-5275.171129	1665	8.876863	8.74424	8.792479	8.696001	37.639441	0.998115	1760.733347	1629.103428	1761.233347	419.396572	693901.5081	833.036349	832.978668	10760.06934	1533.859098	-5350.013757	7.849044	8.376468	8.295199	8.457737	83.649398	0.999604
HD113414BessellV2920_cal.fits	929	0	17.02978556	60060.65865	2460060.659	2460060.659	2460060.664	2460060.6650570	1.031291	75.829257	NaN	15	13.060836	-16.336575	8.66044	12	24	35	2.934855	0	0.004084	0	718.605224	0	692385.2791	832.12568	1026.670262	1023.313195	1027.170262	1025.186805	2032050.216	452.389342	1425.516763	1425.483213	31894.45117	4491.817172	-5276.411799	1695	8.99928	8.834715	8.317132	9.352299	82.760153	0.985456	1761.571716	1628.672073	1762.071716	419.827927	692385.2791	832.12568	832.068155	9067.182617	1530.507496	-5348.711549	8.3216	8.559643	7.94752	9.171767	84.91826	0.979101
HD113414BessellV2921_cal.fits	930	0	17.04741118	60060.65885	2460060.659	2460060.659	2460060.664	2460060.6652610	1.03137	75.81187	NaN	15	13.060836	-16.336575	9.162034	12	24	35	2.935128	0	0.004086	0	718.385343	0	691944.9873	831.860872	1027.955656	1023.692882	1028.455656	1024.807118	2030947.028	452.389342	1425.129593	1425.096383	27202.51367	4489.378593	-5275.829945	1755	9.570758	8.912987	8.624798	9.201176	271.305542	0.995818	1762.849535	1628.991041	1763.349535	419.508959	691944.9873	831.860872	831.803743	7434.188477	1529.534237	-5350.252801	8.753311	8.582518	8.171466	8.99357	274.441847	0.990643
HD113414BessellV2922_cal.fits	931	0	17.06495037	60060.65905	2460060.659	2460060.659	2460060.665	2460060.6654640	1.03145	75.794235	NaN	15	13.060836	-16.336575	8.803677	12	24	35	2.919835	0	0.004069	0	717.529915	0	691217.1572	831.42349	1028.736246	1023.418592	1029.236246	1025.081408	2018240.042	452.389342	1420.664482	1420.631027	33553.23438	4461.289986	-5271.116871	1696	9.128955	8.955857	8.715804	9.19591	272.312518	0.997112	1763.68197	1628.724618	1764.18197	419.775382	691217.1572	831.42349	831.365923	9534.037109	1527.925379	-5347.84922	8.478399	8.738486	8.40239	9.074583	273.527931	0.99401
HD113414BessellV2923_cal.fits	932	0	17.0824896	60060.65926	2460060.659	2460060.659	2460060.665	2460060.6656670	1.031531	75.7764	NaN	15	13.060836	-16.336575	8.323753	12	24	35	2.927177	0	0.004078	0	717.858802	0	691408.192	831.538313	1028.961351	1023.653357	1029.461351	1024.846643	2023874.114	452.389342	1422.646026	1422.612566	35455.82813	4473.74402	-5274.723208	1711	8.8171	8.787332	8.417058	9.157606	84.428066	0.992648	1763.813358	1629.057458	1764.313358	419.442542	691408.192	831.538313	831.48086	12058.28125	1528.347659	-5349.045136	7.830406	8.483918	7.997172	8.970664	276.491821	0.986224
HD113414BessellV2924_cal.fits	933	0	17.09994237	60060.65946	2460060.659	2460060.659	2460060.665	2460060.6658690	1.031614	75.758269	NaN	15	13.060836	-16.336575	7.78744	12	24	35	2.926957	0	0.004089	0	715.83446	0	687527.6552	829.201735	1029.707302	1023.350764	1030.207302	1025.149236	2012363.779	452.389342	1418.594924	1418.561243	36076.38281	4448.300594	-5274.804902	1696	7.984179	9.111658	8.871744	9.351573	59.941702	0.988844	1764.593783	1628.699747	1765.093783	419.800253	687527.6552	829.201735	829.144014	9232.642578	1519.769789	-5349.382027	7.590702	8.841256	8.562793	9.119719	67.032079	0.991812
HD113414BessellV2925_cal.fits	934	0	17.11739518	60060.65966	2460060.66	2460060.66	2460060.665	2460060.6660710	1.031698	75.739837	NaN	15	13.060836	-16.336575	9.456682	12	24	35	2.918545	0	0.004073	0	716.643493	0	689588.0411	830.443023	1031.099312	1023.610063	1031.599312	1024.889937	2012593.502	452.389342	1418.675858	1418.642244	23152.69336	4448.808394	-5274.074757	1746	9.919305	9.424385	9.299468	9.549303	51.256329	0.985034	1765.980052	1628.904824	1766.480052	419.595176	689588.0411	830.443023	830.385736	6022.200684	1524.324242	-5349.189928	8.99406	8.997607	8.701844	9.29337	63.340711	0.987914
HD113414BessellV2926_cal.fits	935	0	17.1350208	60060.65986	2460060.66	2460060.66	2460060.665	2460060.6662750	1.031784	75.721024	NaN	15	13.060836	-16.336575	7.456751	12	24	35	2.9224	0	0.004075	0	717.09979	0	690234.4322	830.832478	1033.16978	1023.062184	1033.66978	1025.437816	2017140.821	452.389342	1420.277571	1420.244086	31004.70313	4458.860175	-5272.922983	1645	8.094824	8.670109	8.504321	8.835897	61.375273	0.995006	1767.994944	1628.288892	1768.494944	420.211108	690234.4322	830.832478	830.774494	10246.01856	1525.75308	-5347.836221	6.818678	8.434988	8.227599	8.642378	71.107195	0.996133
HD113414BessellV2927_cal.fits	936	0	17.15247357	60060.66007	2460060.66	2460060.66	2460060.666	2460060.6664770	1.031871	75.702023	NaN	15	13.060836	-16.336575	9.169305	12	24	35	2.930766	0	0.004085	0	717.513523	0	690527.9352	831.008871	1035.470195	1023.412911	1035.970195	1025.087089	2023775.543	452.389342	1422.611343	1422.577961	27390.96875	4473.526131	-5275.900529	1705	9.708829	8.976194	8.544015	9.408373	66.073453	0.979502	1770.398994	1628.709989	1770.898994	419.790011	690527.9352	831.008871	830.95134	7953.105469	1526.401864	-5352.323282	8.629781	8.650421	8.129236	9.171606	75.107863	0.980863
HD113414BessellV2928_cal.fits	937	0	17.16992638	60060.66027	2460060.66	2460060.66	2460060.666	2460060.6666790	1.031959	75.682738	NaN	15	13.060836	-16.336575	8.974396	12	24	35	2.940442	0	0.004097	0	717.628242	0	690170.7677	830.794168	1036.784079	1023.96003	1037.284079	1024.53997	2029407.274	452.389342	1424.589336	1424.555992	36609.73047	4485.97499	-5277.871196	1644	9.40316	8.865156	8.484423	9.24589	65.046571	0.982278	1771.664421	1629.319135	1772.164421	419.180865	690170.7677	830.794168	830.736173	9055.914062	1525.612351	-5354.362676	8.545633	8.602535	8.08672	9.118349	75.755874	0.981517
HD113414BessellV2929_cal.fits	938	0	17.18737919	60060.66047	2460060.66	2460060.66	2460060.666	2460060.6668810	1.032049	75.663174	NaN	15	13.060836	-16.336575	8.582621	12	24	35	2.938996	0	0.004113	0	714.549678	0	684347.6291	827.2821	1037.140511	1024.230945	1037.640511	1024.269055	2011295.073	452.389342	1418.21824	1418.184463	29469.0957	4445.938234	-5277.617064	1666	8.95824	9.080705	9.371417	8.789993	352.711465	0.995632	1772.021774	1629.593052	1772.521774	418.906948	684347.6291	827.2821	827.224026	8121.837891	1512.740388	-5354.415813	8.207002	8.929704	9.106857	8.75255	336.77558	0.996686
HD113414BessellV2930_cal.fits	939	0	17.20483197	60060.66067	2460060.661	2460060.661	2460060.666	2460060.6670830	1.032139	75.643404	NaN	15	13.060836	-16.336575	7.8989	12	24	35	2.933751	0	0.004109	0	714.04849	0	683697.992	826.889235	1035.44853	1023.947321	1035.94853	1024.552679	2005799.633	452.389342	1416.279402	1416.245714	34266.82031	4433.790645	-5274.523227	1704	8.409292	8.906489	8.762216	9.050761	287.002013	0.998474	1770.215358	1629.304191	1770.715358	419.195809	683697.992	826.889235	826.83141	8720.836914	1511.304375	-5351.317992	7.388508	8.69103	8.460848	8.921211	291.525743	0.994753
HD113414BessellV2931_cal.fits	940	0	17.2223712	60060.66088	2460060.661	2460060.661	2460060.666	2460060.6672860	1.032232	75.623194	NaN	15	13.060836	-16.336575	7.104747	12	24	35	2.929868	0	0.004084	0	717.484279	0	690525.4058	831.007252	1036.036671	1023.81364	1036.536671	1024.68636	2023148.311	452.389342	1422.391136	1422.357227	41079.84375	4472.139643	-5276.348296	1733	7.675878	8.529368	8.626083	8.432653	344.950198	0.999313	1770.879298	1629.153865	1771.379298	419.346135	690525.4058	831.007252	830.949915	11412.30566	1526.396273	-5351.559173	6.533617	8.413697	8.464549	8.362845	322.712175	0.997935
HD113414BessellV2932_cal.fits	941	0	17.23982397	60060.66108	2460060.661	2460060.661	2460060.667	2460060.6674880	1.032326	75.602779	NaN	15	13.060836	-16.336575	7.631836	12	24	35	2.936395	0	0.004106	0	715.209895	0	685766.6753	828.139107	1036.216624	1023.480536	1036.716624	1025.019464	2013681.612	452.389342	1419.059247	1419.02575	35001.69531	4451.213645	-5281.248627	1723	7.955434	8.825678	8.937159	8.714196	38.412323	0.987719	1771.146938	1628.819138	1771.646938	419.680862	685766.6753	828.139107	828.081502	10093.43457	1515.877169	-5358.540248	7.308237	8.699842	8.650875	8.74881	49.228307	0.994141
HD113414BessellV2933_cal.fits	942	0	17.25736316	60060.66128	2460060.661	2460060.661	2460060.667	2460060.6676910	1.032422	75.581966	NaN	15	13.060836	-16.336575	7.402035	12	24	35	2.933934	0	0.004119	0	712.225595	0	680200.8497	824.77172	1035.69271	1023.645967	1036.19271	1024.854033	1995664.238	452.389342	1412.696708	1412.662907	26904.87305	4411.386503	-5275.518433	1752	7.869292	9.064087	9.531429	8.596745	17.758845	0.984034	1770.430141	1628.983758	1770.930141	419.516242	680200.8497	824.77172	824.714079	7322.294434	1503.573993	-5351.792568	6.934778	8.896849	9.195406	8.598292	18.318572	0.99302
HD113414BessellV2934_cal.fits	943	0	17.2749024	60060.66148	2460060.661	2460060.661	2460060.667	2460060.6678940	1.03252	75.560927	NaN	15	13.060836	-16.336575	7.917586	12	24	35	2.933129	0	0.004108	0	713.949058	0	683544.5703	826.796594	1036.494804	1023.763697	1036.994804	1024.736303	2004924.68	452.389342	1415.970405	1415.936854	30487.36914	4431.856574	-5274.225443	1667	8.323413	9.064878	9.806346	8.32341	20.042585	0.954887	1771.322458	1629.140671	1771.822458	419.359329	683544.5703	826.796594	826.738493	8122.748047	1510.965239	-5350.791926	7.511759	8.927794	9.486707	8.368881	21.843934	0.970253
HD113414BessellV2935_cal.fits	944	0	17.29235517	60060.66169	2460060.662	2460060.662	2460060.667	2460060.6680960	1.032618	75.539713	NaN	15	13.060836	-16.336575	7.726036	12	24	35	2.934294	0	0.004113	0	713.45699	0	682533.6142	826.1848	1036.534904	1023.54749	1037.034904	1024.95251	2002754.266	452.389342	1415.203826	1415.170189	26775.24414	4427.058906	-5275.242392	1722	8.159061	9.179642	9.697662	8.661622	24.288872	0.971084	1771.409025	1628.970468	1771.909025	419.529532	682533.6142	826.1848	826.127053	6856.697266	1508.730535	-5352.108253	7.293012	9.045697	9.431779	8.659614	25.314994	0.981956
HD113414BessellV2936_cal.fits	945	0	17.30980798	60060.66189	2460060.662	2460060.662	2460060.667	2460060.6682980	1.032718	75.51818	NaN	15	13.060836	-16.336575	8.046488	12	24	35	2.922671	0	0.004092	0	714.274933	0	684790.6001	827.549386	1037.426038	1023.777067	1037.926038	1024.722933	2001417.516	452.389342	1414.731381	1414.697901	29888.32617	4424.10404	-5273.002626	1780	8.450972	9.031855	9.382591	8.681118	14.84805	0.99203	1772.344109	1629.065921	1772.844109	419.434079	684790.6001	827.549386	827.492125	7376.655762	1513.719569	-5352.005184	7.642004	8.822165	9.006775	8.637554	18.027684	0.997322
HD113414BessellV2937_cal.fits	946	0	17.32734717	60060.66209	2460060.662	2460060.662	2460060.668	2460060.6685010	1.032819	75.496338	NaN	15	13.060836	-16.336575	8.841792	12	24	35	2.935093	0	0.004102	0	715.536488	0	686470.2557	828.563635	1038.745938	1023.913581	1039.245938	1024.586419	2014854.068	452.389342	1419.472503	1419.438604	35614.1875	4453.80534	-5275.79534	1770	9.173017	9.021319	9.157608	8.88503	353.137586	0.999033	1773.665721	1629.278756	1774.165721	419.221244	686470.2557	828.563635	828.506378	8433.789062	1517.432423	-5352.81031	8.510568	8.893412	8.997187	8.789636	332.959905	0.998418
HD113414BessellV2938_cal.fits	947	0	17.34488637	60060.66229	2460060.662	2460060.662	2460060.668	2460060.6687040	1.032922	75.474171	NaN	15	13.060836	-16.336575	7.039784	12	24	35	2.925413	0	0.004074	0	718.048017	0	691878.9189	831.821283	1040.472273	1023.696422	1040.972273	1024.803578	2024031.515	452.389342	1422.701487	1422.667744	37428.57813	4474.091953	-5274.978959	1719	7.509449	8.513028	8.715578	8.310478	35.958418	0.976524	1775.335911	1629.024164	1775.835911	419.475836	691878.9189	831.821283	831.763906	10732.40137	1529.388194	-5351.81098	6.570118	8.235338	8.251543	8.219132	43.999537	0.987295
HD113414BessellV2939_cal.fits	948	0	17.36233918	60060.6625	2460060.662	2460060.662	2460060.668	2460060.6689060	1.033027	75.451807	NaN	15	13.060836	-16.336575	7.124107	12	24	35	2.939288	0	0.004109	0	715.37304	0	685908.1287	828.224538	1042.429659	1024.009432	1042.929659	1024.490568	2016081.345	452.389342	1419.904849	1419.870738	34373.80469	4456.51822	-5275.533122	1714	7.652668	8.623545	8.738764	8.508327	31.720166	0.99643	1777.23942	1629.287892	1777.73942	419.212108	685908.1287	828.224538	828.166877	10207.86816	1516.18985	-5352.084249	6.595546	8.411415	8.373655	8.449176	54.512821	0.999241
HD113414BessellV2940_cal.fits	949	0	17.37979199	60060.6627	2460060.663	2460060.663	2460060.668	2460060.6691080	1.033132	75.429183	NaN	15	13.060836	-16.336575	7.549673	12	24	35	2.938526	0	0.004099	0	716.969007	0	689017.0164	830.099192	1044.161206	1024.27469	1044.661206	1024.22531	2024694.713	452.389342	1422.934515	1422.900837	33093.37891	4475.557942	-5275.511627	1732	8.134181	8.603432	8.726087	8.480777	11.793275	0.999032	1779.00308	1629.636123	1779.50308	418.863877	689017.0164	830.099192	830.041786	9126.866211	1523.062	-5353.602035	6.965165	8.419187	8.444907	8.393467	323.299199	0.999543
HD113414BessellV2941_cal.fits	950	0	17.39724476	60060.6629	2460060.663	2460060.663	2460060.668	2460060.6693100	1.033239	75.406279	NaN	15	13.060836	-16.336575	7.755135	12	24	35	2.92637	0	0.004076	0	717.8719	0	691481.9898	831.582714	1046.463003	1024.354623	1046.963003	1024.145377	2023532.23	452.389342	1422.525842	1422.492422	34638.02344	4472.98829	-5274.408711	1703	8.124537	8.567511	8.889627	8.245396	11.327833	0.993379	1781.310372	1629.693205	1781.810372	418.806795	691481.9898	831.582714	831.525208	11206.55566	1528.510788	-5352.389564	7.385732	8.326811	8.464282	8.18934	355.900744	0.998888
HD113414BessellV2942_cal.fits	951	0	17.414784	60060.6631	2460060.663	2460060.663	2460060.669	2460060.6695130	1.033348	75.383128	NaN	15	13.060836	-16.336575	8.86692	12	24	35	2.919883	0	0.004079	0	715.874521	0	688028.6135	829.503627	1047.116614	1024.300199	1047.616614	1024.199801	2008963.257	452.389342	1417.395898	1417.362122	27833.83008	4440.783789	-5275.183097	1732	9.345787	9.292117	9.681423	8.902812	18.619155	0.988961	1782.02257	1629.73077	1782.52257	418.76923	688028.6135	829.503627	829.446179	8219.164062	1520.87715	-5351.629757	8.388052	9.065688	9.398848	8.732528	10.346847	0.993844
HD113414BessellV2943_cal.fits	952	0	17.43223677	60060.6633	2460060.663	2460060.663	2460060.669	2460060.6697150	1.033458	75.359695	NaN	15	13.060836	-16.336575	7.994805	12	24	35	2.930983	0	0.004102	0	714.596366	0	684911.6444	827.62257	1046.546292	1024.531602	1047.046292	1023.968398	2007464.499	452.389342	1416.867123	1416.833284	27096.90039	4437.470807	-5273.787199	1764	8.40289	9.091497	9.568382	8.614613	23.735188	0.976046	1781.415378	1629.820831	1781.915378	418.679169	684911.6444	827.62257	827.565208	6800.429199	1513.987136	-5350.611729	7.58672	8.953372	9.258595	8.648149	25.682176	0.988103
HD113414BessellV2944_cal.fits	953	0	17.449776	60060.66351	2460060.664	2460060.663	2460060.669	2460060.6699180	1.03357	75.335837	NaN	15	13.060836	-16.336575	7.066645	12	24	35	2.915403	0	0.004077	0	715.10063	0	686811.1467	828.769536	1045.584304	1024.359694	1046.084304	1024.140306	2002331.581	452.389342	1415.054585	1415.020736	35331.34375	4426.124568	-5273.152387	1707	7.479383	8.920035	9.24937	8.590701	32.448252	0.969789	1780.392334	1629.700082	1780.892334	418.799918	686811.1467	828.769536	828.711863	10375.49902	1518.185958	-5352.955709	6.653906	8.738841	8.900048	8.577633	36.983386	0.982168
HD113414BessellV2945_cal.fits	954	0	17.46722877	60060.66371	2460060.664	2460060.664	2460060.669	2460060.6701200	1.033683	75.311881	NaN	15	13.060836	-16.336575	8.389487	12	24	35	2.933334	0	0.0041	0	715.504273	0	686513.0958	828.589553	1040.82351	1024.935813	1041.32351	1023.564187	2013771.977	452.389342	1419.09109	1419.057586	28022.10938	4451.413394	-5271.692892	1750	8.787166	8.947116	9.618068	8.276164	11.825562	0.97349	1775.603064	1630.259386	1776.103064	418.240614	686513.0958	828.589553	828.532164	7311.289551	1517.527121	-5349.724395	7.991807	8.692603	9.153742	8.231463	9.42638	0.987501
HD113414BessellV2946_cal.fits	955	0	17.48485439	60060.66391	2460060.664	2460060.664	2460060.669	2460060.6703240	1.033798	75.287489	NaN	15	13.060836	-16.336575	8.193679	12	24	35	2.938206	0	0.004115	0	714.055276	0	683447.4326	826.7377	1040.013295	1025.327791	1040.513295	1023.172209	2008109.514	452.389342	1417.094616	1417.061	27193.66211	4438.896602	-5276.530533	1708	8.608594	9.258355	9.843123	8.673588	356.142767	0.983879	1774.9667	1630.746388	1775.4667	417.753612	683447.4326	826.7377	826.679892	7053.569824	1510.750517	-5353.107457	7.778763	9.077122	9.513987	8.640257	349.076754	0.989295
HD113414BessellV2947_cal.fits	956	0	17.5023072	60060.66412	2460060.664	2460060.664	2460060.67	2460060.6705260	1.033914	75.263008	NaN	15	13.060836	-16.336575	7.8034	12	24	35	2.927061	0	0.004084	0	716.695789	0	689176.9135	830.195661	1032.021411	1025.568324	1032.521411	1022.931676	2017262.563	452.389342	1420.320491	1420.286883	29943.25586	4459.129284	-5277.049569	1686	7.981049	8.752177	9.053099	8.451254	29.815066	0.981544	1766.875879	1630.883053	1767.375879	417.616947	689176.9135	830.195661	830.137937	7453.421875	1523.415451	-5352.842807	7.625751	8.626771	8.802212	8.451331	33.972071	0.988278
